country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,year
US,"Raw and harsh, with green, unripe tannins framing simple berry jam flavors.",Vintner's Selection,80,10.0,California,California,California Other,,,Arrow Creek 2005 Vintner's Selection Cabernet Sauvignon (California),Cabernet Sauvignon,Arrow Creek,2005.0
France,"Showing signs of toastiness, this is a ripe and full-bodied wine. Rich with apples and yellow fruits shot through with lemon, it still could age. Drink from 2016.",Cuvée Carte d'Or Brut,90,49.0,Champagne,Champagne,,Roger Voss,@vossroger,Poissinet 2008 Cuvée Carte d'Or Brut  (Champagne),Champagne Blend,Poissinet,2008.0
US,"This is the priciest of Tablas Creek's three new white-Rhône-style releases. A blend of Roussanne, Grenache Blanc and Picpoul Blanc, it's rich, dense and oaky. It shows ripe, concentrated orange, mango and apricot flavors, enhanced by oaky notes, with fleshy weight and density. Not an ager, but a distinctive and enjoyable wine.",Esprit de Beaucastel Blanc Grown & Bottled on the Estate Roussanne-Grenache Blanc-Picpoul Blanc,92,40.0,California,Paso Robles,Central Coast,,,Tablas Creek 2010 Esprit de Beaucastel Blanc Grown & Bottled on the Estate Roussanne-Grenache Blanc-Picpoul Blanc White (Paso Robles),Rhône-style White Blend,Tablas Creek,2010.0
Italy,"Slightly muddled at first, this wine needs a few minutes to open in the glass. It slowly reveals aromas of dark spice, prune and plum. In the mouth there are sour cherry flavors and tight tannins.",,85,,Southern Italy,Lacryma Christi del Vesuvio,,,,Terredora 2007 Piedirosso (Lacryma Christi del Vesuvio),Piedirosso,Terredora,2007.0
US,Lemon and mineral tones dominate and show more intensity and definition on the nose than the palate. Turns a bit tart on the finish. This is a wine that screams for raw oysters.,Old Vines,83,25.0,New York,Finger Lakes,Finger Lakes,,,Heron Hill 2005 Old Vines Riesling (Finger Lakes),Riesling,Heron Hill,2005.0
France,"All black fruits, the wine is dominated by black currants and stalky tannins. It is fresh with lively acidity and berry flavors and a generous texture. Drink from 2016.",Albatross,84,13.0,Southwest France,Cahors,,Roger Voss,@vossroger,Pelvillain Frères 2013 Albatross Malbec (Cahors),Malbec,Pelvillain Frères,2013.0
Italy,"Aromas of mature black fruit, spearmint and espresso come with the barest whiff of earthy farmyard. The palate offers up black cherry, raspberry and black pepper accented with toast and espresso, all alongside assertive but drying tannins. It's forward and evolved with ideal drinking time 2015–2019.",,87,45.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Pinino 2009  Brunello di Montalcino,Sangiovese,Pinino,2009.0
France,"A lean style of wine, grassy and herbaceous, with dry tannins that are already showing signs of maturity. There is still some attractive juiciness, but the acidity and the tight tannins are good indications of the lightness of the wine.",Château du Bascou,84,42.0,Southwest France,Côtes de Saint-Mont,,Roger Voss,@vossroger,Producteurs Plaimont 2002 Château du Bascou Red (Côtes de Saint-Mont),Red Blend,Producteurs Plaimont,2002.0
US,"A little tough and gritty, but okay for everyday fare. Shows blackberry, currant, tobacco and herb flavors that turn sweetly fruity on the finish.",,85,19.0,California,California,California Other,,,One Hope 2006 Cabernet Sauvignon (California),Cabernet Sauvignon,One Hope,2006.0
France,"This is a family-owned estate whose wines is made by Georges Duboeuf. It is structured and firmly concentrated, more tannin than fruit. That gives the wine a lean character that seems to miss out on fleshy and fruit. Give it a little time and drink from late 2017.",Clos des Quatres Vents,87,20.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Georges Duboeuf 2015 Clos des Quatres Vents  (Fleurie),Gamay,Georges Duboeuf,2015.0
US,"Whiffs of balsamic vinegar and dusty minerals lend a savory, rustic tone to ripe black cherry and berry flavors in this full-bodied Syrah. The palate is concentrated, but it's a bit sharp and unrefined. The finish is modest.",Limited Reserve,85,25.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lucas Vineyards 2013 Limited Reserve Syrah (Finger Lakes),Syrah,Lucas Vineyards,2013.0
France,"From a single-walled vineyard, this is a ripe, generous and still structured cru wine. It has layers of delicious black-plum fruits and a jammy ripe texture that cushions the tannins. The vineyard is wholly owned by Edouard Labruyère, making it a monopole. Drink from 2018.",Le Clos du Moulin-à-Vent,93,73.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Labruyère 2014 Le Clos du Moulin-à-Vent  (Moulin-à-Vent),Gamay,Domaine Labruyère,2014.0
US,"This widely available bottling by the Niven family is a very safe and reliable expression of Cab, with black plums, crushed slate, a touch of oak, some purple flowers and a little soy on the nose. The palate is also down the middle, with earth, wood and dark fruit all present, framed by strong acidity and firm but not overwhelming tannins.",,88,24.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,True Myth 2014 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,True Myth,2014.0
US,"A wonderful wine from one of the best vineyards in Anderson Valley. It's a bit acidic and tannic now, the result of this cool vintage, but time in the bottle should soften and resolve the tartness and astringency. The wine itself is very dry, with flavors of cherries, cola, balsam, Asian spices and oak. Needs aging through at least 2012 to awaken it.",Ferrington Vineyard,94,62.0,California,Anderson Valley,,,,Williams Selyem 2007 Ferrington Vineyard Pinot Noir (Anderson Valley),Pinot Noir,Williams Selyem,2007.0
France,"A rich style of Chablis, with a toasty quality and yellow fruits mixed with acidity. The wine is open and round, full in the mouth, with concentrated ripe fruit and a soft texture. It should easily age for 2–3 years, but it is delicious now.",Fourchaume Premier Cru,91,40.0,Burgundy,Chablis,,Roger Voss,@vossroger,Olivier Leflaive 2009 Fourchaume Premier Cru  (Chablis),Chardonnay,Olivier Leflaive,2009.0
US,"This blend of Grenache, Syrah and Mourvèdre is dry, acidic and not quite ripe. There's a green tobacco edge to the fruit. It's also a bit funky.",Esperance,82,25.0,California,Central Coast,Central Coast,,,Andrew Murray 2010 Esperance Red (Central Coast),Rhône-style Red Blend,Andrew Murray,2010.0
France,This ripe blackberry-flavored wine is deliciously ready to drink. It has soft tannins and a smooth texture that is now just right. The acidity and the jammy aftertaste make the wine attractive.,,87,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Vrai Caillou 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Vrai Caillou,2014.0
France,"This is a heavily Merlot dominated wine, hence the high alcohol. The effect, though, is of a wine that is fruity and with a crisp edge of black currant juice. It is young, spicy from wood aging and finishes with a stalky aftertaste.",,86,12.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château du Bois Chantant 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château du Bois Chantant,2014.0
France,"The wine is rich, accenting tropical-fruit flavors as well as concentrated acidity. Its spice and tangy character are part of the wine's intensity. This superripe wine is still on the young side and will be better from 2018.",La Dame de Châtenoy,88,25.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Isabelle et Pierre Clément 2015 La Dame de Châtenoy  (Menetou-Salon),Sauvignon Blanc,Isabelle et Pierre Clément,2015.0
South Africa,"With only 336 cases imported, this Limited Edition red should be snagged up when seen. Herbal and fruity all at once with strong pepper and oregano aromas spicing up the black berry and cassis core. A touch of sweet cured meat, licorice, leather and roasted espresso appear on the finish, with assertive tannins filling the creamy mouth and lingering through the close. Drink now–2014.",Limited Release,92,95.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Ernie Els 2006 Limited Release Red (Stellenbosch),Bordeaux-style Red Blend,Ernie Els,2006.0
France,"This wine is very structured and firm. With some barrel aging, the tannins have been smoothed out although the wine remains with a dry core and fresh acidity. Black-currant flavors dominate, giving a wine that is bright and fruity at the end.",Cuvée Tsar Pierre le Grand,90,50.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château Eugénie 2013 Cuvée Tsar Pierre le Grand Malbec-Merlot (Cahors),Malbec-Merlot,Château Eugénie,2013.0
Spain,"Leafy, rooty aromas fold in earthy berry scents and chocolate. Mature on the palate, with baked plum, sweet spice and tobacco flavors. Ripe, long and friendly on the finish, with more than adequate structure and tightness. Contains one-third Mazuelo in addition to Tempranillo, which is a lot by Rioja standards. Drink now.",Seleccion,90,40.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Darien 2003 Seleccion  (Rioja),Tempranillo Blend,Darien,2003.0
US,"Very ripe and forward Cabernet, with jammy blackberry and cherry, spice and earthy flavors, as well as lots of sweet, toasty oak. It's satisfying to drink now.",The Messenger,87,25.0,California,Napa Valley,Napa,,,Ministry of the Vinterior 2012 The Messenger Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Ministry of the Vinterior,2012.0
US,"The aromas of green herb and dark berries give the perception of being underripe, with a green undertone along with notes of black licorice. The palate is elegant in style, pulling up toward the finish.",,87,44.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Bunnell 2011 Syrah (Red Mountain),Syrah,Bunnell,2011.0
France,"From cool, high-altitude vines, this Riesling is aromatic and crisp with a hint of steel and plenty of freshness. Acidity cuts through this already delicious, very fruity wine that is about to move to maturity. Drink now.",Herrenreben,89,20.0,Alsace,Alsace,,Roger Voss,@vossroger,Henri Schoenheitz 2010 Herrenreben Riesling (Alsace),Riesling,Henri Schoenheitz,2010.0
US,"There's plenty of dark chocolate and full-throttled blueberry fruit in this Petite Sirah from a producer with a longstanding history with the grape. Subtle yet chewy black pepper plays on the palate, finishing in a waft of smoke.",Estate Bottled,87,25.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Foppiano 2011 Estate Bottled Petite Sirah (Russian River Valley),Petite Sirah,Foppiano,2011.0
US,A Verdelho with a taste of nuts—like Marcona almonds—it gets more fruity and aromatic after a good swirl. This is marked by a tangy sweetness on the finish.,Silvaspoons Vineyard,87,15.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi),Verdelho,Fenestra,2010.0
France,"The wine has serious tannins and firm fruit that give an austere character at this stage. But it will develop and round out into a rich wine with ripe black fruits, always with a solid tannic structure. Owner Juliette Bécot manages the technical side here with consultant Jean-Philippe Fort from the Michel Rolland lab, and manages marketing at classed-growth Château Beauséjour-Bécot in nearby Saint-Émilion.",,91,15.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Joanin Bécot 2012  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Joanin Bécot,2012.0
Chile,"The days of the 90-point Best Buy are growing short, so rejoice over this excellent blend of Cabernet Sauvignon, Carmenère and Petit Verdot. The nose hits with solid mint, coconut, blackberry and fudge aromas, while the palate is ripe, snappy, alert and full of tasty blackberry, cherry and chocolate. It's clean as can be, with immaculate freshness given its price point. Drink up. Only 500 cases made.",Claret Block Selection Reserve,90,15.0,Colchagua Valley,,,Michael Schachner,@wineschach,La Playa 2005 Claret Block Selection Reserve Red (Colchagua Valley),Bordeaux-style Red Blend,La Playa,2005.0
US,"Bold in flavor and full bodied, this dry wine will taste great with steak or lamb chops. It has a very deep color, full aromas like dark chocolate and blackberry, and concentrated dark-fruit flavors. Moderate tannins give welcome grip to the texture.",Buck Shack,90,30.0,California,Lake County,,Jim Gordon,@gordone_cellars,Shannon Ridge 2013 Buck Shack Red (Lake County),Red Blend,Shannon Ridge,2013.0
Italy,"A beautiful wine that needs to age, this Basarin cru selection shows thick layers of berry fruit, cedar wood, almond and dark licorice. The oak element is strong, but the wine is still young and all its many elements will surely come into focus in 10 years or more.",Basarin,93,65.0,Piedmont,Barbaresco,,,,Moccagatta 2008 Basarin  (Barbaresco),Nebbiolo,Moccagatta,2008.0
France,"Honey flavored wine, packed with botrytis and also with intense acidity. That makes the wine light, dancing, while also showing richness. It is all so light, delicate, so delicious.",Cuvée Jean,90,18.0,Southwest France,Jurançon,,Roger Voss,@vossroger,Château Jolys 2009 Cuvée Jean  (Jurançon),Petit Manseng,Château Jolys,2009.0
Italy,"Aromas of toast, scorched earth, leather, dried herb and a balsamic note emerge on this solid, brawny red. The warm, chewy palate delivers raspberry compote, chopped mint, dried sage, coffee and licorice framed in close-grained, drying tannins. You'll also notice the wallop of evident alcohol. It shows the heat of the vintage so drink sooner rather than later.",,88,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Tassi 2011  Brunello di Montalcino,Sangiovese,Tassi,2011.0
Italy,"A ruby-colored sparkling dessert wine from northern Italy, Brachetto d'Acqui enjoys a long history rooted in Italian tradition, and it can be paired with sweet foods and savory ones alike. This is soft and round with notes of raspberry and candied cherry on the close.",,85,23.0,Piedmont,Brachetto d'Acqui,,,,La Gironda di Galandrino 2011  Brachetto d'Acqui,Brachetto,La Gironda di Galandrino,2011.0
Italy,"A blend of 75% Sangiovese, 10% Merlot, 10% Canaiolo and 5% Colorino, this easygoing red opens with subtle black-skinned fruit and tilled soil scents. Smooth tannins frame the straightforward palate, which delivers ripe black cherry and leather notes. Drink through 2019.",,87,19.0,Tuscany,Chianti Colli Senesi,,Kerin O’Keefe,@kerinokeefe,Le Bertille 2013  Chianti Colli Senesi,Red Blend,Le Bertille,2013.0
